id,category,target
29588534813,столы,7
29588818985,столы,0
29588834659,столы,7
29589251312,столы,0
29589512519,столы,0
29592037779,столы,0
29592561632,столы,1
29592796119,столы,0
29593072453,стулья,4
29594785896,столы,7
29595469046,столы,0
29596439238,столы,7
29597421792,столы,0
29597477070,столы,4
29597540165,столы,1
29599148460,столы,7
29599196154,столы,4
29600360280,стулья,0
29600421238,столы,0
29600735701,столы,1
29600827840,столы,0
29600983883,столы,7
29601056856,столы,0
29601144112,столы,1
29601156200,стулья,0
29601838177,столы,7
29601869896,столы,1
29602392597,стулья,0
29602701309,столы,7
29602786798,столы,1
29602817117,столы,7
29602824420,столы,7
29602841793,столы,7
29602848138,столы,1
29602904673,столы,11
29602993928,стулья,10
29603005180,стулья,4
29603005387,столы,7
29603009703,столы,1
29603014012,столы,0
29603028318,стулья,7
29603031297,столы,7
29603054290,столы,4
29603062310,столы,0
29603066057,столы,7
29603117646,столы,7
29603123555,стулья,4
29603124560,столы,7
29603137347,стулья,13
29603141471,стулья,0
29603142141,столы,7
29603142753,столы,7
29603147514,столы,1
29603148217,столы,0
29603152098,стулья,4
29603177593,стулья,15
29603184396,столы,0
29603209749,стулья,10
29603266934,столы,9
29603285215,столы,1
29603291747,стулья,0
29603297619,столы,0
29603323067,столы,1
29603339593,столы,1
29603377586,столы,1
29603422086,стулья,13
29603423555,столы,10
29603469717,столы,1
29603591305,столы,9
29603707803,столы,10
29603821510,стулья,13
29603854739,стулья,1
29603862026,столы,10
29603875197,столы,1
29603887505,стулья,4
29603889399,столы,7
29603890022,столы,0
29603895350,столы,0
29603899772,столы,7
29603908700,столы,0
29603908828,стулья,1
29603909205,столы,7
29603925645,столы,7
29604019143,стулья,14
29604024293,столы,1
29604026289,столы,2
29604028653,стулья,14
29604039082,столы,0
29604065617,столы,1
29604071657,столы,0
29604106519,столы,1
29604107846,столы,1
29604108413,столы,7
29604133114,столы,13
29604144520,стулья,13
29604172336,столы,1
29604172939,столы,1
29604185422,столы,7
29604221018,стулья,0
29604230214,столы,0
29604234724,стулья,0
29604236808,стулья,1
29604240874,стулья,4
29604242465,столы,7
29604246920,столы,7
29604253797,стулья,13
29604261417,столы,17
29604307445,столы,7
29604307976,столы,1
29604319289,столы,0
29604321271,столы,4
29604344543,столы,7
29604344884,стулья,1
29604350639,столы,1
29604352264,столы,7
29604362682,столы,7
29604370215,столы,7
29604371063,столы,7
29604376582,столы,6
29604381082,стулья,14
29604382198,столы,7
29604399272,столы,7
29604399420,столы,1
29604399543,столы,1
29604400852,столы,0
29604400927,стулья,1
29604421786,стулья,7
29604466008,столы,7
29604557655,стулья,0
29604642983,столы,1
29604662597,стулья,7
29604665209,столы,4
29604673208,стулья,1
29604675951,столы,12
29604676688,столы,7
29604677364,столы,1
29604678261,стулья,7
29604679049,столы,7
29604683223,стулья,5
29604708618,столы,13
29604728408,стулья,7
29604728516,столы,1
29604730309,столы,7
29604750001,стулья,1
29604752633,столы,7
29604754101,стулья,4
29604758453,столы,17
29604759269,столы,7
29604760807,стулья,0
29604800865,стулья,13
29604814324,стулья,4
29604820933,столы,1
29604832426,столы,0
29604837688,столы,13
29604839754,стулья,13
29604850029,столы,1
29604852161,стулья,13
29604855840,столы,0
29604858315,столы,1
29604897013,стулья,7
29604898839,стулья,14
29604900497,стулья,4
29604910212,столы,0
29604915971,стулья,0
29604917305,столы,7
29604926029,столы,4
29604928347,столы,7
29604928589,столы,13
29604958489,стулья,11
29604967218,столы,15
29604971487,столы,7
29604971789,столы,0
29604972778,стулья,4
29604978169,столы,7
29604980562,столы,7
29604982784,столы,7
29604988246,столы,0
29604989886,столы,7
29604991659,столы,7
29604998875,столы,1
29605005795,стулья,1
29605006770,стулья,14
29605010162,стулья,4
29605016162,столы,0
29605019729,столы,9
29605020422,столы,16
29605026951,столы,1
29605038427,стулья,10
29605039944,стулья,11
29605042277,стулья,7
29605043831,столы,0
29605049596,столы,7
29605062123,столы,1
29605068526,столы,0
29605085347,столы,7
29605089855,стулья,4
29605097514,столы,7
29605105667,столы,0
29605107598,столы,4
29605119449,стулья,1
29605126351,столы,0
29605134408,столы,1
29605143653,столы,4
29605145957,столы,13
29605147088,столы,1
29605148178,столы,4
29605186065,столы,0
29605203802,стулья,7
29605206332,столы,1
29605230871,столы,7
29605240051,столы,7
29605266048,стулья,4
29605270189,стулья,0
29605272366,столы,17
29605273942,стулья,7
29605275141,стулья,0
29605275712,стулья,4
29605283261,стулья,15
29605285965,столы,7
29605295506,столы,7
29605298637,стулья,0
29605312314,стулья,15
29605319982,столы,1
29605322159,столы,17
29605323812,стулья,1
29605327555,столы,1
29605327558,стулья,0
29605341807,стулья,0
29605345232,столы,1
29605372268,столы,4
29605400963,столы,0
29605426460,столы,10
29605442743,стулья,15
29605451817,стулья,4
29605541643,столы,7
29605561241,столы,1
29605588427,столы,16
29605595593,столы,7
29605621896,столы,15
29605627613,столы,7
29605635397,столы,7
29605636397,столы,7
29605642415,столы,13
29605643299,столы,7
29605657133,столы,1
29605659993,столы,17
29605660902,столы,7
29605662232,стулья,0
29605663347,столы,1
29605668178,столы,16
29605671913,столы,0
29605674970,стулья,9
29605690611,столы,1
29605693974,стулья,1
29605701190,стулья,11
29605707246,столы,1
29605707662,стулья,1
29605712927,столы,7
29605714435,столы,4
29605721510,столы,0
29605738110,столы,0
29605742771,стулья,13
29605757260,столы,7
29605758337,столы,7
29605759844,столы,1
29605761563,столы,4
29605761725,столы,0
29605764828,столы,0
29605766393,столы,7
29605785608,столы,4
29605792109,столы,7
29605793996,столы,13
29605796979,столы,0
29605796990,столы,12
29605799126,столы,7
29605805336,стулья,1
29605808616,стулья,4
29605810465,стулья,13
29605819267,столы,1
29605826502,столы,7
29605827520,столы,7
29605837636,столы,0
29605852690,стулья,13
29605855742,стулья,4
29605898686,столы,8
29605900194,стулья,4
29605968172,столы,7
29606003148,столы,7
29606049652,стулья,7
29606055564,столы,13
29606065005,столы,1
29606068777,столы,0
29606069383,стулья,1
29606073605,стулья,7
29606100246,столы,7
29606106507,столы,1
29606117742,столы,7
29606139251,столы,0
29606141863,стулья,6
29606152661,столы,1
29606152919,столы,7
29606153159,стулья,8
29606159604,стулья,15
29606160318,стулья,10
29606162959,столы,1
29606170422,столы,9
29606185565,столы,7
29606215147,столы,1
29606245425,столы,9
29606263788,стулья,7
29606278568,столы,7
29606313706,столы,1
29606314210,столы,4
29606320025,столы,7
29606337828,столы,1
29606339548,столы,0
29606339740,столы,7
29606350752,столы,0
29606354279,столы,7
29606356751,столы,7
29606362086,стулья,4
29606372955,столы,0
29606378999,стулья,4
29606392301,столы,7
29606396658,столы,7
29606400277,столы,7
29606424627,столы,1
29606426183,стулья,7
29606451100,столы,4
29606462709,столы,0
29606464335,столы,0
29606467574,стулья,1
29606469861,стулья,4
29606488061,столы,1
29606523194,столы,12
29606571579,столы,1
29606577322,столы,16
29606577704,столы,7
29606609380,столы,1
29606610895,столы,2
29606613589,столы,0
29606637533,столы,1
29606637871,столы,16
29606638572,столы,0
29606646810,стулья,0
29606671789,стулья,7
29606686567,столы,1
29606715717,столы,0
29606715954,стулья,15
29606723154,столы,1
29606734844,стулья,13
29606735721,стулья,13
29606737944,столы,0
29606759456,столы,1
29606768912,столы,0
29606775802,столы,10
29606791011,столы,0
29606798525,столы,7
29606803374,стулья,7
29606823898,столы,0
29606824471,стулья,11
29606842504,столы,7
29606859102,столы,7
29606867154,стулья,15
29606905245,стулья,1
29606919784,стулья,13
29606919965,столы,1
29606920264,стулья,1
29607002679,столы,7
29607005882,столы,12
29607022183,стулья,7
29607033975,столы,4
29607034164,столы,7
29607038125,столы,7
29607039506,столы,0
29607060770,столы,7
29607062131,столы,1
29607063900,стулья,4
29607064709,столы,13
29607066601,столы,4
29607074706,столы,7
29607074739,столы,7
29607086123,стулья,15
29607088637,столы,13
29607090117,стулья,1
29607094464,столы,0
29607095048,стулья,0
29607104280,столы,0
29607105282,столы,7
29607106496,столы,7
29607121569,столы,7
29607121985,стулья,7
29607122284,стулья,4
29607138544,столы,1
29607138902,стулья,1
29607143459,столы,7
29607150406,стулья,0
29607155955,стулья,4
29607166641,столы,0
29607173898,столы,7
29607176850,столы,0
29607177615,столы,10
29607184009,стулья,1
29607207081,стулья,14
29607212679,столы,0
29607226565,столы,0
29607288440,столы,1
29607289082,стулья,7
29607295017,столы,1
29607339996,столы,7
29607343110,стулья,14
29607380089,столы,7
29607410599,стулья,7
29607415357,столы,11
29607423788,столы,1
29607431266,стулья,13
29607473263,стулья,4
29607503588,стулья,8
29607516715,столы,0
29607521373,столы,1
29607523664,стулья,3
29607523978,стулья,7
29607531865,столы,7
29607553884,столы,7
29607573096,столы,0
29607600346,стулья,1
29607601460,стулья,0
29607611638,стулья,0
29607617175,столы,7
29607618430,стулья,1
29607620790,столы,0
29607627460,стулья,4
29607648453,столы,1
29607665252,стулья,5
29607687113,столы,0
29607696050,столы,0
29607696064,столы,0
29607702390,стулья,4
29607708756,столы,7
29607715624,стулья,1
29607716890,столы,13
29607731407,столы,7
29607735278,стулья,4
29607743956,столы,0
29607744823,стулья,1
29607745311,столы,1
29607748972,столы,13
29607756461,столы,0
29607757531,столы,12
29607767071,стулья,4
29607769290,стулья,4
29607770538,стулья,13
29607771165,стулья,7
29607771557,стулья,10
29607779355,стулья,6
29607782167,столы,0
29607785207,столы,7
29607788832,столы,1
29607795722,столы,7
29607804764,столы,16
29607806736,столы,7
29607806911,стулья,4
29607809126,столы,17
29607814293,столы,1
29607818647,стулья,1
29607835117,столы,7
29607842809,стулья,14
29607852946,столы,7
29607862236,столы,7
29607866315,столы,0
29607868191,столы,0
29607876087,столы,0
29607878147,столы,13
29607893427,столы,0
29607898687,столы,7
29607899365,столы,7
29607932332,столы,0
29607950045,стулья,1
29607953804,столы,0
29607961174,стулья,2
29607962636,стулья,1
29607963794,стулья,7
29607968978,столы,13
29607977829,столы,0
29607979195,столы,13
29607982013,столы,0
29607983689,столы,1
29607988554,стулья,16
29607989004,стулья,10
29607990239,столы,7
29607994941,столы,1
29608000940,столы,1
29608020096,столы,7
29608034181,столы,0
29608043282,стулья,4
29608071543,столы,0
29608074041,стулья,10
29608094522,столы,0
29608101344,столы,7
29608102427,стулья,1
29608116352,столы,7
29608127873,столы,7
29608136691,столы,0
29608138745,стулья,0
29608193673,столы,7
29608203529,стулья,4
29608213013,стулья,15
29608216965,стулья,13
29608222438,стулья,0
29608237353,столы,1
29608238184,столы,1
29608245156,столы,4
29608250181,стулья,10
29608254503,столы,0
29608257924,столы,7
29608268809,столы,7
29608274124,стулья,1
29608287731,столы,1
29608298605,столы,0
29608314255,стулья,0
29608346817,стулья,10
29608354982,столы,7
29608377731,столы,10
29608381379,стулья,9
29608418909,стулья,4
29608424626,столы,1
29608426375,столы,0
29608428988,стулья,4
29608436340,столы,13
29608438918,стулья,0
29608442990,стулья,14
29608459830,столы,0
29608463406,стулья,3
29608465560,столы,0
29608502284,столы,0
29608503392,столы,7
29608510110,столы,1
29608511007,столы,0
29608514506,столы,0
29608530985,столы,0
29608535219,столы,7
29608539540,столы,0
29608541340,столы,0
29608547523,столы,7
29608551318,столы,0
29608554398,столы,16
29608565888,столы,4
29608572830,столы,13
29608603896,столы,7
29608670288,столы,13
29608673535,столы,7
29608677110,столы,1
29608678306,стулья,13
29608688820,стулья,8
29608696499,стулья,3
29608697473,столы,7
29608708360,стулья,4
29608709097,столы,7
29608711823,столы,10
29608722073,столы,7
29608725186,столы,0
29608732693,столы,7
29608752349,стулья,13
29608797311,стулья,16
29608805399,столы,7
29608806787,столы,0
29608811039,столы,1
29608812155,стулья,15
29608812833,столы,7
29608815706,столы,0
29608838177,столы,2
29608886447,стулья,0
29608887751,столы,7
29608907767,стулья,13
29608947160,столы,1
29609023516,стулья,13
29609038542,столы,7
29609042697,столы,7
29609045121,стулья,1
29609047653,столы,1
29609049396,столы,1
29609064138,столы,13
29609064694,столы,10
29609076414,столы,0
29609088854,стулья,7
29609103785,столы,7
29609110275,столы,4
29609134665,столы,0
29609151168,столы,1
29609151275,столы,1
29609152286,столы,0
29609159128,столы,7
29609162754,стулья,0
29609163592,стулья,0
29609166111,столы,0
29609179941,стулья,15
29609180080,столы,4
29609183247,столы,0
29609195647,столы,0
29609233592,столы,0
29609241632,столы,1
29609242665,столы,0
29609245330,стулья,1
29609262817,столы,0
29609277280,стулья,4
29609282479,стулья,7
29609295346,столы,13
29609305714,столы,7
29609319097,столы,1
29609335695,столы,7
29609337710,столы,0
29609373951,столы,1
29609411627,стулья,2
29609441091,столы,15
29609450847,столы,4
29609457773,столы,7
29609458609,столы,7
29609468726,столы,4
29609469026,столы,0
29609469100,столы,0
29609472347,стулья,1
29609472963,стулья,1
29609476196,столы,0
29609478060,столы,0
29609482040,столы,0
29609484074,столы,7
29609485678,стулья,7
29609490727,стулья,15
29609496397,столы,7
29609508237,стулья,15
29609513396,столы,0
29609514128,столы,0
29609516373,столы,1
29609519697,столы,10
29609547768,столы,0
29609564411,столы,7
29609570406,стулья,1
29609589864,столы,7
29609610166,столы,1
29609610370,стулья,7
29609624868,стулья,7
29609648091,столы,7
29609655113,столы,13
29609657629,столы,7
29609663858,стулья,7
29609667133,столы,0
29609692213,стулья,13
29609696034,столы,7
29609700649,столы,0
29609704098,столы,0
29609707336,столы,1
29609710320,столы,7
29609710435,стулья,7
29609713071,столы,0
29609713945,столы,13
29609721367,столы,7
29609726331,столы,0
29609729250,стулья,13
29609731856,столы,0
29609737522,столы,1
29609740622,столы,0
29609742215,столы,10
29609743691,столы,0
29609745915,столы,7
29609748536,столы,4
29609748631,столы,1
29609750823,стулья,12
29609752093,столы,1
29609765804,стулья,0
29609772414,стулья,9
29609784303,столы,1
29609792520,столы,7
29609795018,столы,7
29609795120,стулья,4
29609802650,стулья,7
29609807118,стулья,3
29609810888,столы,17
29609811809,столы,7
29609820404,стулья,7
29609825274,столы,0
29609829508,столы,10
29609830300,стулья,13
29609832654,стулья,0
29609839197,столы,7
29609839860,столы,7
29609840663,столы,7
29609842226,столы,10
29609842907,столы,13
29609914887,столы,1
29609919482,столы,7
29609930812,столы,1
29609933972,столы,0
29609941646,стулья,0
29609966402,столы,1
29609995988,столы,1
29610052932,столы,0
29610057288,столы,7
29610083075,стулья,1
29610096199,стулья,10
29610098641,столы,1
29610106877,столы,0
29610111952,столы,0
29610149360,столы,0
29610158229,столы,0
29610159626,столы,1
29610160176,стулья,0
29610166111,стулья,14
29610169364,стулья,5
29610178132,столы,7
29610185502,стулья,15
29610196468,столы,7
29610197476,столы,0
29610211355,стулья,7
29610212521,столы,0
29610213127,столы,4
29610213176,столы,9
29610230574,столы,1
29610300786,стулья,7
29610301586,столы,3
29610307454,столы,1
29610336822,столы,7
29610358783,столы,0
29610384005,столы,1
29610389899,столы,0
29610396080,столы,7
29610399562,столы,4
29610400668,столы,1
29610400873,столы,4
29610401657,стулья,4
29610401961,столы,1
29610405490,стулья,0
29610417490,столы,7
29610425934,стулья,0
29610427092,столы,13
29610427107,столы,13
29610429038,столы,7
29610434985,столы,10
29610436254,столы,0
29610442502,стулья,1
29610449206,столы,13
29610459856,стулья,4
29610467602,столы,7
29610478804,стулья,10
29610542616,столы,1
29610558390,столы,4
29610597092,стулья,4
29610637251,столы,1
29610656587,столы,7
29610672859,столы,7
29610706845,столы,4
29610740325,столы,1
29610756573,стулья,4
29610759630,стулья,13
29610819994,стулья,7
29610831482,стулья,0
29610863081,стулья,1
29610885858,стулья,0
29610926079,столы,7
29610939184,столы,7
29610942653,стулья,4
29610958432,столы,1
29610968049,стулья,1
29610990324,столы,4
29610996669,столы,7
29611008280,стулья,7
29611029297,стулья,1
29611041551,столы,7
29611044864,столы,7
29611054039,столы,0
29611061252,столы,7
29611061814,стулья,1
29611066208,столы,0
29611067118,стулья,1
29611076522,столы,7
29611090890,столы,4
29611101102,столы,0
29611105758,столы,1
29611108211,столы,1
29611109680,стулья,1
29611110179,столы,0
29611110611,столы,7
29611110654,столы,7
29611113646,столы,0
29611121222,столы,1
29611121269,столы,0
29611126807,столы,0
29611126838,столы,7
29611129592,столы,7
29611134797,столы,0
29611139383,стулья,1
29611139710,столы,4
29611141159,столы,0
29611144573,столы,10
29611147357,стулья,7
29611148009,стулья,1
29611171872,столы,0
29611242114,столы,1
29611302840,столы,1
29611318420,стулья,0
29611343315,стулья,7
29611346817,стулья,1
29611347601,стулья,15
29611361743,столы,7
29611366935,стулья,13
29611367445,столы,7
29611369776,столы,1
29611373125,столы,7
29611375267,столы,1
29611379439,стулья,1
29611379852,столы,7
29611382213,столы,1
29611383621,стулья,0
29611384571,стулья,1
29611385718,стулья,7
29611387113,столы,10
29611387336,стулья,7
29611388263,столы,4
29611388711,столы,0
29611389249,стулья,1
29611391350,столы,1
29611399957,столы,7
29611411989,стулья,4
29611419439,стулья,1
29611419807,столы,7
29611425550,стулья,0
29611437411,столы,0
29611447191,столы,1
29611454242,стулья,0
29611454767,стулья,0
29611456595,стулья,4
29611457573,стулья,1
29611459978,столы,1
29611463341,стулья,7
29611475059,столы,7
29611478844,столы,0
29611479462,стулья,4
29611481184,стулья,0
29611483385,столы,13
29611485234,столы,1
29611485612,стулья,1
29611486056,стулья,1
29611522227,столы,0
29611524874,столы,0
29611548272,столы,1
29611594745,стулья,1
29611599670,стулья,7
29611632373,столы,0
29611643321,столы,7
29611658693,стулья,7
29611675633,стулья,0
29611677764,столы,12
29611679284,стулья,0
29611703939,столы,1
29611705702,стулья,0
29611743341,стулья,1
29611767456,столы,0
29611792477,столы,4
29611821335,столы,7
29611827827,столы,0
29611851501,столы,7
29611871436,столы,6
29611878096,стулья,1
29611887742,столы,7
29611893347,стулья,9
29611899886,столы,13
29611903076,стулья,4
29611913698,столы,1
29611922373,столы,0
29611932397,столы,7
29611955674,столы,7
29611970248,стулья,1
29611993292,столы,7
29611995538,стулья,7
29612008100,стулья,1
29612014968,стулья,4
29612025868,стулья,4
29612026120,столы,0
29612028182,столы,1
29612036498,стулья,4
29612039608,столы,7
29612045884,столы,1
29612051345,столы,0
29612055540,стулья,7
29612104106,столы,0
29612132629,столы,7
29612152629,стулья,4
29612154419,столы,7
29612162607,столы,7
29612172645,стулья,14
29612174878,столы,0
29612175021,столы,7
29612180388,столы,0
29612190476,столы,2
29612191561,столы,1
29612205232,столы,0
29612217019,столы,0
29612225503,столы,13
29612247556,столы,9
29612261349,столы,0
29612263610,столы,1
29612265415,столы,13
29612266509,столы,7
29612270436,стулья,1
29612283934,стулья,4
29612293973,столы,0
29612297840,стулья,4
29612300823,столы,7
29612304375,столы,7
29612317346,столы,0
29612320201,столы,0
29612329662,столы,0
29612335828,столы,4
29612344167,столы,6
29612356827,столы,1
29612437112,столы,16
29612437648,столы,0
29612457574,стулья,1
29612460850,стулья,0
29612482426,стулья,0
29612503429,столы,13
29612512407,столы,16
29612514098,столы,1
29612527055,столы,9
29612541929,стулья,15
29612548045,столы,1
29612560391,столы,1
29612574548,столы,0
29612591884,столы,1
29612598442,столы,7
29612604115,стулья,6
29612610913,стулья,7
29612615549,столы,7
29612621062,столы,7
29612633263,столы,13
29612634647,столы,13
29612636592,столы,0
29612637313,столы,7
29612637941,столы,7
29612640048,столы,0
29612653208,столы,7
29612661474,стулья,8
29612670844,столы,0
29612671761,стулья,3
29612676640,столы,7
29612676890,столы,7
29612689587,стулья,0
29612697659,стулья,7
29612714462,стулья,4
29612720268,столы,13
29612721874,стулья,7
29612746245,столы,8
29612750734,столы,1
29612752947,столы,0
29612763351,столы,4
29612766778,столы,0
29612769585,столы,7
29612775537,столы,7
29612775582,стулья,1
29612786227,столы,7
29612789422,столы,1
29612790405,столы,7
29612793246,стулья,4
29612796668,столы,1
29612802823,стулья,11
29612808039,столы,7
29612808403,стулья,7
29612808488,стулья,0
29612818822,столы,1
29612836694,столы,7
29612845549,столы,9
29612850645,стулья,0
29612869440,столы,7
29612878455,стулья,0
29612878513,столы,1
29612890621,столы,13
29612892186,столы,7
29612897286,столы,7
29612918970,столы,7
29612920743,стулья,0
29612921979,стулья,1
29612940281,столы,1
29612942100,столы,7
29612948467,столы,13
29612957231,стулья,4
29612957470,столы,7
29612971783,столы,7
29612972210,стулья,14
29613009651,столы,4
29613026478,столы,0
29613050478,столы,7
29613072971,столы,7
29613076185,столы,0
29613076633,столы,16
29613091798,столы,12
29613119502,столы,1
29613122749,столы,4
29613126680,столы,1
29613141064,столы,0
29613145006,стулья,4
29613151758,столы,7
29613154093,стулья,17
29613157343,стулья,6
29613159943,столы,7
29613160663,стулья,16
29613195230,стулья,0
29613203364,столы,0
29613203646,столы,1
29613213851,столы,1
29613232263,стулья,0
29613238788,столы,13
29613248246,столы,7
29613268885,стулья,7
29613292516,стулья,4
29613322437,столы,1
29613328233,столы,1
29613332795,столы,4
29613394371,стулья,7
29613395620,стулья,4
29613400750,столы,9
29613412041,столы,0
29613427480,столы,7
29613428044,столы,0
29613434606,стулья,13
29613453346,столы,0
29613485212,столы,7
29613485248,стулья,1
29613505653,столы,7
29613515051,столы,7
29613525090,стулья,7
29613531846,стулья,0
29613542491,столы,7
29613553434,столы,7
29613595400,стулья,1
29613635313,стулья,7
29613637643,стулья,4
29613645213,стулья,10
29613645571,столы,1
29613680653,столы,7
29613724789,стулья,2
29613739190,стулья,7
29613754823,стулья,2
29613758566,столы,7
29613761787,столы,1
29613765743,столы,4
29613773163,столы,1
29613784892,стулья,1
29613798003,столы,7
29613798617,стулья,13
29613801965,столы,1
29613804243,столы,4
29613816455,стулья,0
29613817780,столы,0
29613837182,стулья,16
29613848097,столы,7
29613859627,столы,1
29613863981,столы,0
29613869274,стулья,15
29613871798,столы,7
29613878897,столы,7
29613879419,столы,0
29613881841,стулья,4
29613892636,столы,1
29613899771,столы,16
29613906643,столы,7
29613906840,стулья,7
29613910736,столы,1
29613923589,стулья,13
29613940441,стулья,13
29613944732,стулья,1
29613947839,стулья,13
29613985510,столы,7
29613995619,столы,0
29613995820,стулья,1
29613995931,стулья,7
29614001290,столы,10
29614002137,стулья,0
29614008655,столы,7
29614013201,столы,1
29614018483,стулья,4
29614021666,столы,1
29614030901,стулья,4
29614039982,столы,1
29614055758,стулья,11
29614106703,стулья,1
29614127141,стулья,4
29614134195,столы,1
29614165101,стулья,13
29614171345,стулья,4
29614172863,столы,7
29614190975,стулья,7
29614219872,столы,1
29614233748,столы,7
29614260722,стулья,7
29614264304,стулья,15
29614314350,столы,10
29614334866,столы,1
29614336967,столы,10
29614346373,столы,1
29614347504,столы,0
29614355867,столы,0
29614362488,стулья,13
29614371785,стулья,10
29614377929,стулья,7
29614382372,стулья,12
29614384374,стулья,0
29614440296,столы,0
29614446845,столы,0
29614447863,столы,7
29614454367,стулья,0
29614455686,столы,7
29614467166,стулья,13
29614482806,стулья,1
29614516837,столы,0
29614541277,столы,7
29614585139,столы,0
29614593131,стулья,0
29614620385,столы,0
29614620778,столы,4
29614642537,столы,1
29614651014,столы,4
29614677326,столы,1
29614683888,столы,7
29614722331,столы,4
29614723905,столы,4
29614730174,столы,0
29614730200,стулья,11
29614731558,столы,7
29614744405,столы,7
29614794953,столы,4
29614812246,столы,0
29614812499,столы,0
29614813550,стулья,13
29614813975,столы,0
29614818545,столы,7
29614819561,столы,4
29614825572,столы,4
29614908740,столы,0
29614917180,столы,1
29614965277,стулья,4
29614974308,столы,7
29614980582,стулья,0
29614998123,столы,0
29615003983,столы,1
29615005664,столы,7
29615006480,столы,4
29615008105,столы,4
29615008483,стулья,7
29615008661,столы,1
29615013377,стулья,13
29615016896,столы,0
29615017899,столы,0
29615018372,столы,12
29615019703,стулья,2
29615020549,столы,4
29615022235,столы,1
29615045600,столы,7
29615089073,столы,1
29615116404,стулья,0
29615126160,столы,9
29615167772,стулья,10
29615225588,столы,1
29615268132,столы,1
29615272495,столы,0
29615295512,стулья,14
29615328612,столы,1
29615339007,столы,1
29615347095,столы,1
29615352398,столы,1
29615357870,столы,1
29615367869,столы,1
29615374592,столы,1
29615381337,столы,1
29615387017,столы,1
29615391101,стулья,15
29615392938,столы,1
29615428700,стулья,9
29615440017,стулья,4
29615443471,стулья,1
29615454458,столы,7
29615456793,стулья,4
29615458223,столы,1
29615461106,стулья,1
29615462647,столы,13
29615471617,столы,7
29615478285,столы,1
29615479818,стулья,0
29615483083,столы,3
29615484318,стулья,13
29615485994,столы,4
29615489265,столы,1
29615489327,столы,7
29615489453,столы,7
29615490876,стулья,7
29615491186,столы,1
29615491678,стулья,0
29615493427,стулья,4
29615505806,столы,13
29615506187,столы,0
29615507220,столы,1
29615507794,стулья,3
29615510841,стулья,4
29615511350,столы,7
29615512471,столы,0
29615519369,стулья,7
29615544434,столы,9
29615547420,стулья,1
29615553137,столы,1
29615555151,столы,13
29615573986,стулья,4
29615577458,стулья,1
29615588036,столы,0
29615596833,стулья,1
29615598487,столы,7
29615598658,столы,0
29615599622,столы,7
29615604868,столы,15
29615606953,стулья,4
29615607576,стулья,13
29615608371,стулья,12
29615608811,столы,1
29615617470,столы,4
29615618359,стулья,15
29615621966,столы,0
29615623470,столы,4
29615648578,стулья,1
29615651282,столы,0
29615669641,столы,0
29615671572,столы,7
29615672317,столы,7
29615676733,столы,1
29615677302,столы,0
29615684953,столы,0
29615691159,столы,0
29615698029,столы,0
29615704307,столы,1
29615704687,столы,0
29615711069,столы,0
29615716706,столы,0
29615720552,столы,0
29615722718,столы,0
29615724283,столы,1
29615735678,столы,7
29615741144,столы,0
