id,category,target
36482551122,сумки,4
37594752485,одежда для девочек,11
36480663209,сумки,7
36475848413,сумки,13
36459840200,одежда для девочек,14
36464317664,сумки,4
36466568732,одежда для девочек,10
36460356185,одежда для девочек,0
36464085138,одежда для девочек,10
37588408266,сумки,13
29614794953,столы,4
36486569181,сумки,0
36479008644,одежда для девочек,0
36483834137,сумки,4
36480618498,одежда для девочек,3
37594471361,сумки,7
36472217673,сумки,11
37595291799,сумки,0
36463896920,одежда для девочек,1
36457535947,сумки,13
37598082551,одежда для девочек,7
37587456138,сумки,4
36463873043,одежда для девочек,0
36482618142,сумки,0
29645205638,столы,7
37591895078,сумки,15
36468779536,сумки,4
36486253996,сумки,14
36478344726,сумки,8
36463627510,одежда для девочек,0
36474641811,сумки,14
36485593771,одежда для девочек,0
36479425557,одежда для девочек,1
36464321470,одежда для девочек,10
36466900220,одежда для девочек,8
36466883144,сумки,16
36483809672,одежда для девочек,0
37587076055,сумки,10
37588298489,сумки,4
36486791830,одежда для девочек,13
36485481305,сумки,1
29650674077,столы,1
36461877872,одежда для девочек,4
29647441028,столы,0
36461570565,сумки,4
36476526163,сумки,4
36475128791,одежда для девочек,0
36460486752,одежда для девочек,0
36461999051,сумки,13
36461255715,одежда для девочек,10
36469298711,сумки,4
29643327001,столы,4
37591285671,сумки,0
36460484428,одежда для девочек,14
37589792343,одежда для девочек,6
36460132553,сумки,4
37590593407,сумки,16
36466356919,сумки,13
29650135694,столы,0
36464493243,одежда для девочек,0
36483407041,сумки,7
37598754752,сумки,11
37589150748,одежда для девочек,0
37597150371,сумки,10
36457955205,одежда для девочек,0
36462538251,сумки,4
36459888538,сумки,15
36476857145,сумки,4
36462643780,сумки,9
36458313646,одежда для девочек,5
36464309596,сумки,17
36472834561,сумки,4
29643463399,столы,0
36466478929,сумки,15
36466263933,сумки,4
36465320439,сумки,4
36486601654,сумки,4
36456365722,одежда для девочек,0
36476085194,сумки,1
29647653566,столы,7
36463637829,сумки,15
36459125453,одежда для девочек,0
36469234799,одежда для девочек,1
29624052572,стулья,10
36466370656,одежда для девочек,10
29630862053,столы,4
36462733526,сумки,11
37588994392,одежда для девочек,10
36472368160,сумки,1
36456573958,одежда для девочек,8
36455627591,сумки,4
29617496675,стулья,4
36483188789,одежда для девочек,4
37589197306,сумки,14
36478283204,сумки,14
37591956908,сумки,4
36464933674,одежда для девочек,14
29643118061,столы,4
36482520777,сумки,0
36458847556,одежда для девочек,14
36461969633,одежда для девочек,3
36460678953,сумки,8
36475976678,сумки,4
36462505970,одежда для девочек,0
37588330031,одежда для девочек,0
37593357826,одежда для девочек,10
36468439535,сумки,11
36486180217,одежда для девочек,10
37590418921,одежда для девочек,0
36465835035,одежда для девочек,0
36481958084,сумки,0
37592292303,одежда для девочек,14
36486693376,одежда для девочек,11
36461392531,одежда для девочек,4
36464500928,сумки,4
36448780720,одежда для девочек,0
37588737817,одежда для девочек,0
36458877961,сумки,13
36467196347,сумки,9
37588909159,сумки,10
37599098377,одежда для девочек,10
37587683472,сумки,13
36460322526,сумки,8
36461307648,одежда для девочек,11
36456141582,сумки,7
36467124855,одежда для девочек,13
36456840784,одежда для девочек,14
36473867038,одежда для девочек,14
36468804503,сумки,11
36467194935,сумки,7
36461875343,сумки,4
36464570026,сумки,10
36462636386,сумки,4
29644098517,стулья,2
36479464738,сумки,4
36484300650,сумки,13
36458276650,сумки,0
37589775878,сумки,14
36473244417,сумки,13
37598952945,сумки,4
29647473410,столы,0
36475558911,сумки,11
37589843531,одежда для девочек,8
36458423109,одежда для девочек,4
37594904657,одежда для девочек,10
36458505506,сумки,8
37588572277,сумки,7
36463497491,сумки,13
37590509685,сумки,10
36481538629,сумки,4
36472163216,сумки,15
37597293907,одежда для девочек,0
37598118346,сумки,4
36461929548,одежда для девочек,0
36455760729,сумки,0
37589637993,сумки,16
36485664749,сумки,6
36476392562,одежда для девочек,0
29649061534,столы,4
37596829117,сумки,14
36456624018,сумки,11
29534938471,одежда для девочек,6
37593522917,сумки,9
29644741544,стулья,1
37598265326,сумки,7
36469612365,сумки,4
37591345063,сумки,4
37587850837,одежда для девочек,13
37597820372,сумки,7
29649413330,столы,1
36457798198,одежда для девочек,0
29648990208,столы,1
36463692518,сумки,0
36462399091,сумки,4
36467699256,одежда для девочек,10
36458236920,сумки,11
37589462696,одежда для девочек,0
36460833178,сумки,6
37588637157,сумки,5
29621032332,стулья,7
36458140442,сумки,4
37596293671,сумки,4
36463568656,сумки,16
36480398474,сумки,10
29629333556,стулья,7
36475416602,сумки,13
29606646810,стулья,0
36478192754,сумки,4
36476574784,сумки,4
36462659153,сумки,7
37595707416,одежда для девочек,10
37595241818,сумки,4
36464439644,сумки,4
36485273710,сумки,10
36474830317,сумки,0
36469672701,одежда для девочек,8
29647784356,столы,4
37596501172,одежда для девочек,10
37592737055,сумки,10
36461513839,сумки,7
36464800624,одежда для девочек,0
36483254765,сумки,0
36464798506,сумки,4
29649218096,стулья,10
36460661242,сумки,4
36484157418,сумки,14
37597264614,сумки,15
36468687829,сумки,3
36461920215,сумки,13
36472692128,одежда для девочек,8
37593277682,одежда для девочек,10
36371969067,сумки,4
36457189902,одежда для девочек,14
36456790062,сумки,4
36467036940,сумки,14
36458972110,сумки,4
37597975174,сумки,1
36460410208,одежда для девочек,16
36478810070,одежда для девочек,11
36457233197,одежда для девочек,0
36460664044,сумки,5
36459809306,сумки,6
29648497289,столы,0
29620601867,столы,7
37593084267,сумки,1
29609726331,столы,0
37594288881,одежда для девочек,0
29625733404,стулья,7
36483884534,сумки,8
29364160737,столы,7
36462579139,сумки,14
36459770644,сумки,4
36461724693,одежда для девочек,0
36480052589,сумки,1
37589720991,сумки,4
37598659817,сумки,4
37598377051,сумки,4
36458591178,одежда для девочек,4
36461435313,сумки,11
36442249735,одежда для девочек,11
36479045650,сумки,14
37594076567,сумки,4
37589419713,одежда для девочек,11
36476451776,сумки,10
29618975889,столы,7
29624105873,столы,1
36456133615,одежда для девочек,10
36466440410,сумки,8
29631468238,стулья,7
36480560769,одежда для девочек,10
36477158166,одежда для девочек,11
36459763815,одежда для девочек,15
37599127877,одежда для девочек,15
36484258030,сумки,4
36477012824,сумки,10
37594015106,одежда для девочек,0
29569570432,столы,4
29908747417,сумки,12
36464241442,одежда для девочек,10
36477228535,сумки,8
36464543362,одежда для девочек,13
36471579209,сумки,15
36484447843,сумки,11
37589447614,сумки,0
37597266774,сумки,10
36458901367,сумки,16
36479427244,одежда для девочек,14
36465131670,сумки,14
36457069735,сумки,11
36465282222,одежда для девочек,14
36455676872,сумки,1
29633014393,стулья,7
36486040717,одежда для девочек,11
29627185574,столы,7
36468896664,сумки,11
37598863827,одежда для девочек,11
36467311439,сумки,4
37587325966,сумки,4
36475360337,одежда для девочек,10
37590485230,сумки,4
36486276016,сумки,11
37587021578,сумки,14
36466452540,сумки,11
36458934336,сумки,7
36464660356,сумки,4
36456314620,сумки,4
36464929794,одежда для девочек,5
37595573035,сумки,4
29645595165,столы,1
36460627533,сумки,1
29607523664,стулья,3
37589079354,одежда для девочек,10
36463130032,одежда для девочек,0
36460163315,одежда для девочек,14
29652526353,столы,7
36457142763,сумки,4
36462423126,одежда для девочек,0
37587694811,сумки,11
36462775422,одежда для девочек,14
36463124385,сумки,4
36457158215,сумки,6
36455528721,сумки,0
36457508894,одежда для девочек,15
36472155864,сумки,4
36479536754,сумки,15
37598023452,сумки,16
36485653323,одежда для девочек,0
37598930185,сумки,4
36466087789,одежда для девочек,1
36485202588,сумки,7
36464750659,сумки,4
36461314199,сумки,4
29608535219,столы,7
37599134930,сумки,7
29617935194,столы,0
36478285120,сумки,4
37589337001,одежда для девочек,10
36485812984,сумки,4
36462335428,одежда для девочек,13
36462407137,сумки,1
36467175087,сумки,5
37589334185,одежда для девочек,11
36468130413,сумки,5
29608465560,столы,0
36458250976,одежда для девочек,10
36483272864,сумки,4
36467341520,сумки,4
37588437341,одежда для девочек,0
36469508768,одежда для девочек,16
37589603773,сумки,15
36472825641,сумки,10
37588809166,сумки,0
37599262080,одежда для девочек,1
36457785967,одежда для девочек,10
37588510681,сумки,4
36462546694,одежда для девочек,0
36462682573,сумки,4
29641340265,столы,13
36463456963,одежда для девочек,11
36486428638,одежда для девочек,10
36465189788,сумки,13
36472342040,сумки,13
36465320103,сумки,4
36461367084,сумки,7
36465797421,одежда для девочек,4
29641898558,столы,0
36465682825,сумки,7
37596613437,одежда для девочек,0
36467281616,сумки,11
36467356302,сумки,10
36480154400,сумки,7
36481497111,сумки,4
36483848780,сумки,4
36475520199,сумки,4
36464598704,одежда для девочек,13
36462631326,одежда для девочек,10
36464962302,сумки,11
29650347648,стулья,13
37597352521,сумки,0
36475366366,сумки,4
36456670673,одежда для девочек,10
36462942852,сумки,8
36485124661,сумки,14
36457207359,сумки,10
37588557032,сумки,10
37590617394,одежда для девочек,6
29646544854,стулья,1
36486547572,сумки,5
37598014363,сумки,4
36478513945,сумки,7
36459158539,сумки,4
36460532517,одежда для девочек,10
37596796361,сумки,4
36466413068,сумки,0
37592605821,сумки,13
36459948578,сумки,5
36457157344,сумки,4
36463477924,одежда для девочек,0
37598764851,сумки,9
36466000172,одежда для девочек,10
37587617024,одежда для девочек,0
37588027467,одежда для девочек,14
36459315031,одежда для девочек,10
36460424024,одежда для девочек,0
36478380494,сумки,11
36459466541,одежда для девочек,0
29629802248,стулья,4
37599079463,сумки,10
37598495293,сумки,7
36483814147,сумки,10
36484776910,сумки,10
36475327140,сумки,13
37588799273,одежда для девочек,0
36478838963,сумки,4
36485906362,сумки,7
37589150098,сумки,1
37589549227,сумки,0
29620215397,столы,17
36472006936,одежда для девочек,14
36463700969,одежда для девочек,13
37589100522,сумки,16
36460271583,одежда для девочек,4
36457895446,одежда для девочек,14
36464527183,сумки,7
36484235925,сумки,4
36462181440,сумки,4
36486733969,сумки,16
36469259652,сумки,10
29611792477,столы,4
36484050116,сумки,7
29648986337,столы,7
36477444870,сумки,7
36459018589,сумки,13
36480392424,одежда для девочек,10
36459910886,сумки,4
36465377201,одежда для девочек,0
29622807052,столы,0
36457369577,сумки,0
37594867411,сумки,4
36472315081,одежда для девочек,1
36463165099,сумки,14
29611548272,столы,1
37591097845,сумки,4
29609064138,столы,13
29605327555,столы,1
36458291762,одежда для девочек,7
29636862388,столы,0
36485666492,сумки,0
36456917660,сумки,4
36473138241,сумки,7
36469496348,сумки,4
36460858100,сумки,1
36465942418,сумки,7
36461714157,сумки,1
36486090715,сумки,1
36461618715,одежда для девочек,8
29647880094,стулья,13
37598159393,сумки,4
36473651030,одежда для девочек,10
37593084674,сумки,7
29644707938,столы,11
36472191682,сумки,0
36460266606,одежда для девочек,14
29610478804,стулья,10
36461789268,сумки,4
36456693780,сумки,10
36487006133,сумки,4
36459900258,сумки,4
36463550944,сумки,14
29613859627,столы,1
36478994295,сумки,4
36486746104,сумки,4
36456656286,сумки,14
36477424820,сумки,15
37588209750,одежда для девочек,10
36464779994,сумки,4
29615780176,столы,1
29619594540,стулья,1
29645514709,столы,7
36466112530,сумки,13
29609839860,столы,7
36479002795,одежда для девочек,11
37588546074,одежда для девочек,11
36455633839,одежда для девочек,0
29624743674,столы,7
36462264658,сумки,1
37594352760,сумки,0
29642879424,столы,7
36464577554,одежда для девочек,10
36480624258,сумки,12
36478398846,сумки,7
36485990385,сумки,0
36457267485,одежда для девочек,0
36459681442,сумки,4
36464329873,сумки,15
36462973197,сумки,4
36484541481,сумки,16
36458279157,одежда для девочек,4
36471916836,одежда для девочек,6
29628921089,столы,7
36477104990,одежда для девочек,14
36471473663,сумки,4
36466708763,сумки,4
36458969094,сумки,4
36486649614,сумки,0
36467906180,одежда для девочек,1
36475351696,сумки,10
37587500181,сумки,4
36461991834,одежда для девочек,0
37589110095,сумки,0
37595579964,одежда для девочек,16
36460429517,одежда для девочек,8
36479666729,сумки,11
36474780642,сумки,7
36473546228,сумки,1
36463669702,одежда для девочек,10
36461899331,сумки,14
37588468851,сумки,4
36462584828,одежда для девочек,16
36476643187,одежда для девочек,6
29618540845,стулья,15
36459432419,одежда для девочек,4
36482461668,сумки,1
36459804851,одежда для девочек,4
36471079831,сумки,4
36463956730,одежда для девочек,11
36461452814,сумки,10
36486532244,сумки,4
36458850199,сумки,11
29622237669,столы,0
36458266683,сумки,4
36459906876,сумки,7
36458766767,одежда для девочек,7
36472649736,одежда для девочек,1
37590294049,сумки,7
36478775397,сумки,4
37588076187,сумки,4
29627199451,столы,0
36467254330,одежда для девочек,14
36479679084,одежда для девочек,11
37598516531,сумки,5
36474345542,одежда для девочек,14
36473090484,одежда для девочек,0
36483136556,сумки,13
36478396832,сумки,4
36485447167,одежда для девочек,0
36457501562,сумки,7
37589870785,сумки,4
36485252548,сумки,4
36463722706,сумки,4
36467448993,одежда для девочек,13
29613645213,стулья,10
29638066752,столы,1
36467567549,сумки,4
36484490285,сумки,4
36459388842,одежда для девочек,0
36483010631,сумки,14
36475965098,сумки,14
36483983797,сумки,15
36467058617,одежда для девочек,14
29607033975,столы,4
36458851211,одежда для девочек,14
36462728485,сумки,0
36458907271,сумки,4
36461409412,одежда для девочек,14
36463865650,одежда для девочек,6
36467656816,сумки,13
37597489846,сумки,13
29620039899,стулья,6
37588130962,сумки,11
36465204631,сумки,7
36463113817,одежда для девочек,5
29617214560,столы,7
29610926079,столы,7
37591858626,сумки,11
37588766703,сумки,4
36462511313,сумки,4
36472301759,одежда для девочек,0
29615458223,столы,1
29611110654,столы,7
37589054161,одежда для девочек,14
36479219533,сумки,4
37591142521,сумки,7
36464753093,сумки,1
37595546730,сумки,1
36467065804,сумки,11
37589978954,сумки,4
36464521400,одежда для девочек,14
36465943721,сумки,4
37593669065,одежда для девочек,15
36472740268,сумки,14
36483136124,одежда для девочек,8
37588262690,сумки,13
29644818747,столы,7
36484032539,одежда для девочек,1
36476740933,одежда для девочек,14
37587547350,сумки,7
36468828367,одежда для девочек,13
37588159921,одежда для девочек,14
37595660687,сумки,0
36464147817,сумки,7
37595775638,сумки,4
36463018075,одежда для девочек,14
36467632274,сумки,16
36485019717,сумки,4
29617649487,стулья,13
29619618565,стулья,7
36460242755,сумки,4
36481725348,одежда для девочек,13
36479453793,сумки,7
36478183536,одежда для девочек,14
36472370036,сумки,4
36476892662,одежда для девочек,13
29624279882,столы,0
36471281882,сумки,3
29625801257,стулья,1
36476883606,одежда для девочек,0
36459451208,одежда для девочек,0
29619809592,столы,0
36479215530,сумки,7
36486375437,одежда для девочек,4
29626594571,стулья,15
36459532949,сумки,4
37590425200,одежда для девочек,10
36458304453,одежда для девочек,4
37598573012,сумки,4
29637189933,стулья,7
36486547791,сумки,7
37592699808,сумки,14
36483307265,сумки,8
36462423537,одежда для девочек,10
36455298336,сумки,3
36476499688,сумки,4
36483214148,сумки,4
36463691503,одежда для девочек,13
36478544551,одежда для девочек,13
36463306338,одежда для девочек,10
36476839531,одежда для девочек,10
36467320015,сумки,4
37587858541,одежда для девочек,13
36468214105,одежда для девочек,4
36461576848,сумки,15
36461976762,одежда для девочек,13
37597135349,сумки,4
37588537994,одежда для девочек,13
36471877556,одежда для девочек,0
37590078751,сумки,7
36480388404,одежда для девочек,0
29607339996,столы,7
36476014058,сумки,4
37590341694,сумки,4
36461963561,сумки,4
37598298324,сумки,4
36476362572,одежда для девочек,15
37590268075,сумки,1
29611447191,столы,1
36469681358,сумки,4
36464683708,сумки,13
29650077648,стулья,4
36461778374,сумки,1
29606469861,стулья,4
37593449238,сумки,13
29626782579,столы,0
29610213176,столы,9
36468908023,сумки,8
36464568505,сумки,4
36463265802,одежда для девочек,1
36474611055,одежда для девочек,11
29648413848,столы,1
36457370962,одежда для девочек,14
36474034312,одежда для девочек,5
36477095633,сумки,15
37594811826,сумки,4
29636562530,столы,4
36481987000,сумки,4
36459994581,одежда для девочек,1
36468709656,сумки,11
29627525106,столы,1
29609262817,столы,0
36485752980,сумки,13
37595692419,одежда для девочек,10
36459828823,одежда для девочек,0
36460312515,одежда для девочек,4
36462721543,сумки,7
36486153881,сумки,4
36464004975,сумки,4
36459862086,сумки,4
29624973983,столы,7
36474291928,сумки,4
37587845777,одежда для девочек,11
36463797410,одежда для девочек,0
36467142195,одежда для девочек,14
36480426210,одежда для девочек,15
36363296575,сумки,1
36472001432,одежда для девочек,10
29644597163,столы,7
36462880466,сумки,4
29681614936,сумки,0
29646335788,столы,7
36483670466,сумки,14
36469453349,сумки,12
36472667656,сумки,7
36457735557,сумки,0
36460899539,сумки,14
36463758784,одежда для девочек,10
36467163570,одежда для девочек,10
36457055928,одежда для девочек,6
37590638165,сумки,1
36462812492,одежда для девочек,6
29626659775,столы,1
36468931494,одежда для девочек,14
36464236798,одежда для девочек,1
36481073013,одежда для девочек,10
36480054441,сумки,7
36464359712,одежда для девочек,11
36460622952,сумки,4
37589138123,сумки,11
36462956745,сумки,8
29613758566,столы,7
36460383642,сумки,1
36458247664,одежда для девочек,14
29650033003,столы,9
37596363949,сумки,5
37589901198,одежда для девочек,11
29651693951,столы,7
36477775172,сумки,7
37598329892,одежда для девочек,13
36225023364,сумки,3
36486060877,сумки,4
29641095516,стулья,17
36486091002,сумки,4
36462387908,одежда для девочек,4
37593616562,сумки,13
37588456109,сумки,1
37589261042,сумки,13
37588354312,одежда для девочек,13
37587845476,сумки,1
29648765019,столы,0
36464107390,одежда для девочек,0
29647353051,столы,4
36465491101,одежда для девочек,10
36455635685,сумки,11
37588391067,сумки,4
36472284048,одежда для девочек,14
36459963820,сумки,11
36463773150,одежда для девочек,0
36455360005,сумки,15
36477917576,сумки,14
36461006363,сумки,4
37588676872,сумки,4
36471261831,сумки,4
36467037635,сумки,14
29606686567,столы,1
29642127234,стулья,1
36467253611,сумки,13
36457008345,одежда для девочек,0
37587840314,одежда для девочек,4
37598195319,одежда для девочек,14
36458430516,сумки,4
36457512897,одежда для девочек,0
36481841407,сумки,4
36460363861,одежда для девочек,14
36463603483,сумки,5
37588554256,одежда для девочек,0
37598585511,сумки,6
29626902650,столы,0
36461521853,одежда для девочек,0
36461371626,сумки,7
36484667604,сумки,8
36463517978,сумки,7
36485001150,одежда для девочек,11
36455345550,одежда для девочек,0
36455272898,сумки,13
36462509585,сумки,4
36462009704,сумки,13
36473259958,одежда для девочек,14
29619849802,столы,0
36463167195,одежда для девочек,11
36471792966,сумки,7
37598635541,сумки,14
29623349844,столы,7
36485249024,сумки,1
36460964768,сумки,4
37594410394,сумки,4
36464547110,сумки,0
36481306164,сумки,10
36455296802,одежда для девочек,1
37597005019,сумки,4
29630412592,столы,10
37590194090,одежда для девочек,13
36464963933,одежда для девочек,10
36464707006,одежда для девочек,13
36464524196,сумки,7
36485385275,сумки,1
36460498036,сумки,14
36479429034,сумки,4
37588998743,сумки,4
36486396731,сумки,8
37592042351,сумки,4
29606919965,столы,1
37589242362,сумки,4
36459420738,сумки,11
36465968996,одежда для девочек,14
29645528476,столы,1
29636374327,столы,1
36461962949,одежда для девочек,10
29650026354,столы,7
36464685467,сумки,4
36467235081,сумки,1
29644128471,столы,0
37596032664,одежда для девочек,0
37588634947,одежда для девочек,4
37588238090,одежда для девочек,11
36458693691,одежда для девочек,0
29642758406,столы,7
36473194876,сумки,0
29476784858,столы,7
36466545594,сумки,4
36460091923,сумки,4
36459997915,одежда для девочек,14
36479229631,одежда для девочек,4
36466127075,сумки,14
36481108228,сумки,7
36465173490,сумки,11
29610637251,столы,1
36469475929,одежда для девочек,13
36480717359,сумки,4
36471620689,сумки,4
36466817674,одежда для девочек,10
29607618430,стулья,1
36461632705,одежда для девочек,13
36464955271,сумки,4
29646434928,столы,7
36470028892,сумки,8
37587045043,одежда для девочек,13
37598905468,сумки,4
29594785896,столы,7
36473452419,сумки,15
37589825025,одежда для девочек,4
36457105936,сумки,4
36457801369,сумки,14
36458484497,сумки,4
36483692235,сумки,14
36486584596,сумки,13
29618781788,столы,0
29644857289,стулья,13
36459409218,сумки,1
36475753773,одежда для девочек,10
29643758968,столы,1
36467693142,одежда для девочек,16
37588870752,сумки,10
36463107424,сумки,4
36463304261,одежда для девочек,1
36458808643,сумки,14
29650435470,столы,13
37590599024,сумки,15
36460294545,одежда для девочек,0
36474146491,одежда для девочек,11
29924573382,сумки,15
36485403588,сумки,7
36486326365,сумки,4
36479730051,сумки,4
37599080312,сумки,4
36468046244,сумки,4
36467797884,одежда для девочек,0
36485784011,сумки,4
29646019272,столы,7
36456231221,одежда для девочек,5
37595590939,сумки,4
37588801849,сумки,4
36466810948,сумки,1
29647299469,столы,0
37596113252,сумки,9
36466694481,сумки,4
29612637313,столы,7
37593734542,сумки,13
37593938992,одежда для девочек,11
36464758957,одежда для девочек,0
29610740325,столы,1
37587240525,сумки,7
36459481660,одежда для девочек,10
37598793891,сумки,0
36481980599,одежда для девочек,11
37590255767,сумки,3
36460383752,одежда для девочек,11
36486885402,одежда для девочек,11
36468932514,сумки,0
36481694063,сумки,0
36471091107,одежда для девочек,14
37589385136,сумки,13
37589385287,одежда для девочек,10
36479370842,сумки,1
36460746040,сумки,4
36469660692,одежда для девочек,0
36477929885,сумки,1
36459616526,сумки,1
37587530631,одежда для девочек,0
36455485532,сумки,8
36477112339,сумки,4
36463593565,сумки,6
37591134010,сумки,15
36478151009,одежда для девочек,15
36469103527,сумки,14
36474601510,сумки,7
29645864866,стулья,1
36466394935,одежда для девочек,13
29637446140,столы,0
29631190937,столы,1
36465356041,одежда для девочек,10
37597171604,сумки,4
29622495434,столы,7
36478925718,сумки,4
36467688443,сумки,13
36474746150,сумки,1
36484342462,сумки,4
36456675104,сумки,14
36464594177,сумки,4
37593089693,сумки,4
36475753578,сумки,13
36485237582,одежда для девочек,4
36485635733,одежда для девочек,15
36460174288,сумки,5
29604246920,столы,7
36467349250,сумки,4
29618563766,стулья,1
36463739333,сумки,7
36456687313,сумки,14
36467373146,сумки,15
36465387425,сумки,4
36459355224,одежда для девочек,14
36471220359,одежда для девочек,11
36456259025,сумки,4
36462799310,сумки,10
36463098167,сумки,1
37590868692,одежда для девочек,6
29619162081,столы,7
37598425238,одежда для девочек,10
29620883939,столы,0
29612247556,столы,9
36484541456,сумки,3
36466337910,сумки,3
37598430813,сумки,10
37594402646,одежда для девочек,10
37590819737,одежда для девочек,13
37596520260,одежда для девочек,7
29604915971,стулья,0
37591380887,сумки,0
37596784271,одежда для девочек,10
36477172133,сумки,4
36461283830,сумки,4
29616960234,столы,1
36463119122,сумки,11
36460874481,сумки,15
36457720996,одежда для девочек,0
36482460404,одежда для девочек,10
36471381119,одежда для девочек,14
36461014127,сумки,7
29624714121,столы,1
36480308940,сумки,4
36468664664,сумки,0
36483270993,одежда для девочек,1
29637174149,стулья,14
36467957917,сумки,0
37589456283,сумки,3
29638530613,столы,1
37586917721,сумки,4
36473303670,одежда для девочек,5
37589268102,одежда для девочек,8
36461295360,сумки,4
37598051923,сумки,15
37590191196,сумки,7
37588485518,одежда для девочек,14
36455521149,одежда для девочек,0
36466619958,сумки,7
36463124425,одежда для девочек,0
36481533217,одежда для девочек,10
36457111148,сумки,7
36482494083,сумки,4
36485177679,сумки,14
36461925572,сумки,7
37599028333,сумки,7
36469500122,сумки,4
29622437320,столы,1
29622596523,столы,0
36465785514,сумки,16
29650150259,столы,7
36464629098,сумки,4
29648812047,столы,7
36485638571,сумки,4
36478849981,одежда для девочек,6
37587413725,сумки,10
36484743393,сумки,8
36484469422,сумки,4
37588844080,одежда для девочек,13
37591408506,одежда для девочек,0
36486708523,одежда для девочек,14
37587636363,сумки,14
36480276151,одежда для девочек,11
36461979544,сумки,1
37598097357,одежда для девочек,1
36472726480,сумки,11
36458822863,сумки,11
36474914201,одежда для девочек,5
29630777590,стулья,14
29629724890,столы,0
36463520289,сумки,7
36459590540,одежда для девочек,14
36461620502,сумки,7
36485472367,одежда для девочек,0
36471508724,сумки,7
36470742447,сумки,10
37589449713,одежда для девочек,13
36468186198,одежда для девочек,16
29616600135,столы,7
36463300536,сумки,4
29611893347,стулья,9
36472124831,одежда для девочек,5
37596876504,сумки,5
37588279198,сумки,4
29618221912,столы,7
37588168373,одежда для девочек,10
29644442966,столы,0
29609513396,столы,0
37594457425,сумки,14
37597531701,сумки,4
36484788604,сумки,1
37595032805,сумки,14
36475437463,сумки,0
36463367663,сумки,13
29625931737,столы,0
29608708360,стулья,4
36460237185,одежда для девочек,0
36484792642,одежда для девочек,0
29638460249,столы,0
36464034647,сумки,4
36456748297,одежда для девочек,0
36461930754,сумки,4
36486062914,сумки,4
36469224194,сумки,6
36485265634,сумки,4
37589774944,сумки,4
29649343349,столы,1
29652545304,столы,0
29605275141,стулья,0
36478562946,сумки,4
36484822385,одежда для девочек,0
36485004013,сумки,4
29632774421,столы,7
36460299382,одежда для девочек,10
36460925688,одежда для девочек,0
36484611485,сумки,7
36472943952,сумки,7
29625762902,столы,1
36457932967,сумки,16
36464776800,одежда для девочек,11
36471480161,сумки,4
37597852619,одежда для девочек,0
36448178020,сумки,7
36459543236,одежда для девочек,10
36462272139,сумки,11
36485586528,одежда для девочек,11
29629740964,столы,7
37589007419,одежда для девочек,14
